adj_density,adj_ttr,adv_density,adv_ttr,adversative_connectives,adversative_connectives_incidence,agentless_passive_incidence,all_connectives,all_connectives_incidence,argument_overlap_adjacent,argument_overlap_all,causal_connectives,causal_connectives_incidence,conditional_connectives,conditional_connectives_incidence,content_overlap_adjacent_mean,content_overlap_adjacent_std,content_overlap_all_mean,content_overlap_all_std,content_ttr,flesch,gerund_incidence,honore,hypernymy_index,hypernymy_nouns_index,hypernymy_verbs_index,infinitive_incidence,left_embeddedness,lemma_adj_ttr,lemma_adv_ttr,lemma_content_ttr,lemma_nttr,lemma_ttr,lemma_vttr,lemmas_length_mean,lemmas_length_std,lexical_density,logical_connectives,logical_connectives_incidence,maas,mean_depth_per_sentence,mean_distinct_rare,mean_distinct_rare_incidence,mean_np_per_sentence,mean_propositions_per_sentence,mean_rare,mean_rare_incidence,mean_vp_per_sentence,min_wf_per_sentence,mtld,negation_incidence,noun_density,noun_overlap_adjacent,noun_overlap_all,noun_phrase_density_incidence,nttr,num_a1_words,num_a1_words_incidence,num_a2_words,num_a2_words_incidence,num_adj,num_adj_incidence,num_adv,num_adv_incidence,num_agentless,num_b1_words,num_b1_words_incidence,num_b2_words,num_b2_words_incidence,num_c1_words,num_c1_words_incidence,num_content_words_not_a1_c1_words,num_content_words_not_a1_c1_words_incidence,num_decendents_noun_phrase,num_dif_rare_words,num_dif_rare_words_incidence,num_different_forms,num_first_pers_pron,num_first_pers_pron_incidence,num_first_pers_sing_pron,num_first_pers_sing_pron_incidence,num_future,num_future_incidence,num_ger,num_impera,num_impera_incidence,num_indic,num_indic_incidence,num_inf,num_lexic_words,num_lexic_words_incidence,num_modifiers_noun_phrase,num_neg,num_noun,num_noun_incidence,num_paragraphs,num_paragraphs_incidence,num_pass,num_pass_incidence,num_pass_mean,num_past,num_past_incidence,num_past_irregular,num_past_irregular_incidence,num_past_irregular_mean,num_personal_pronouns,num_personal_pronouns_incidence,num_pres,num_pres_incidence,num_proper_noun,num_proper_noun_incidence,num_punct_in_sentence,num_punct_marks_per_sentence,num_rare_adj,num_rare_adj_incidence,num_rare_advb,num_rare_advb_incidence,num_rare_nouns,num_rare_nouns_incidence,num_rare_verbs,num_rare_verbs_incidence,num_rare_words,num_rare_words_incidence,num_rel_subord,num_rel_subord_incidence,num_sentences,num_sentences_incidence,num_subord,num_subord_incidence,num_syllables_words_mean,num_syllables_words_std,num_third_pers_pron,num_third_pers_pron_incidence,num_total_prop,num_verb,num_verb_incidence,num_words,num_words_more_3_syl,num_words_with_punct,polysemic_index,prop,ratio_proper_nouns_per_nouns,sentences_length_mean,sentences_length_no_stopwords_mean,sentences_length_no_stopwords_std,sentences_length_std,sentences_per_paragraph_mean,sentences_per_paragraph_std,similarity_adjacent_mean,similarity_adjacent_par_mean,similarity_adjacent_par_std,similarity_adjacent_std,similarity_pairs_par_mean,similarity_pairs_par_std,simple_ttr,smog,stem_overlap_adjacent,stem_overlap_all,temporal_connectives,temporal_connectives_incidence,verb_density,verb_phrase_density_incidence,vttr,words_length_mean,words_length_no_stopwords_mean,words_length_no_stopwords_std,words_length_std,level
0.091,0.7273,0.0483,0.7143,11.0,15.1724,9.6552,61.0,84.1379,0.2857,0.2587,3.0,4.1379,1.0,1.3793,0.0396,0.043,0.0193,0.0314,0.7054,63.9866,15.1724,992.3622,5.1564,7.4479,1.8214,44.1379,4.75,0.7273,0.7143,0.6613,0.5964,0.4993,0.6071,4.2627,2.0976,0.5228,33.0,45.5172,0.0513,5.5278,14.3969,19.8578,6.0833,3.3333,10.2902,14.1934,3.1111,2.7906,128.9114,6.8966,0.229,0.3043,0.225,302.069,0.6566,247.0,340.6897,39.0,53.7931,66.0,91.0345,35.0,48.2759,7.0,11.0,15.1724,11.0,15.1724,9.0,12.4138,135.0,186.2069,1.4064,37.0,51.0345,340,1.0,1.3793,1.0,1.3793,0.0,0.0,11.0,0.0,0.0,37.0,51.0345,32.0,379.0,522.7586,1.1507,5.0,166.0,228.9655,13,17.931,7.0,9.6552,0.0097,28.0,38.6207,12.0,16.5517,0.4286,27.0,37.2414,37.0,51.0345,37.0,51.0345,1,2.3611,4.0,5.5172,1.0,1.3793,21.0,28.9655,13.0,17.931,39.0,53.7931,14.0,19.3103,36.0,49.6552,52.0,71.7241,1.4469,0.7976,25.0,34.4828,120.0,112.0,154.4828,725.0,21.0,810.0,7.1351,3,0.1823,20.1389,7.5833,3.8685,8.551,2.7692,1.12,0.8112,0.7981,0.0325,0.0659,0.7811,0.0704,0.469,7.4923,0.2857,0.2063,13.0,17.931,0.1545,154.4828,0.7232,4.4407,6.2601,2.0493,2.2324,1
0.081,0.7692,0.0374,1.0,1.0,3.1153,3.1153,28.0,87.2274,0.5,0.3429,3.0,9.3458,0.0,0.0,0.0252,0.0314,0.0225,0.0336,0.84,62.5626,6.2305,904.5214,5.3091,7.5224,1.8605,31.1526,4.0,0.7692,1.0,0.8059,0.7101,0.5888,0.7442,4.2131,2.1418,0.4673,13.0,40.4984,0.0581,5.8667,9.4017,29.2888,6.4667,3.2,8.0,24.9221,2.8667,2.8127,88.3846,0.0,0.215,0.375,0.3333,302.1807,0.7536,105.0,327.1028,14.0,43.6137,26.0,80.9969,12.0,37.3832,1.0,5.0,15.5763,10.0,31.1526,1.0,3.1153,56.0,174.4548,1.8351,11.0,34.2679,166,2.0,6.2305,0.0,0.0,0.0,0.0,2.0,0.0,0.0,22.0,68.5358,10.0,150.0,467.2897,1.4021,0.0,69.0,214.9533,7,21.8069,1.0,3.1153,0.0031,24.0,74.7664,12.0,37.3832,0.5,12.0,37.3832,6.0,18.6916,27.0,84.1121,2,2.1333,2.0,6.2305,0.0,0.0,7.0,21.8069,3.0,9.3458,12.0,37.3832,4.0,12.4611,15.0,46.729,20.0,62.3053,1.4486,0.7722,10.0,31.1526,48.0,43.0,133.9564,321.0,11.0,353.0,7.1633,3,0.2812,21.4,7.6667,3.134,7.3285,2.1429,0.9897,0.7879,0.8083,0.0337,0.0792,0.7832,0.077,0.5171,8.0212,0.3571,0.2476,11.0,34.2679,0.134,133.9564,0.8372,4.4426,6.4261,1.9249,2.2581,1
0.1026,0.6933,0.0588,0.7442,9.0,12.3119,1.368,85.0,116.2791,0.4848,0.3048,14.0,19.1518,3.0,4.104,0.0226,0.0266,0.0217,0.0331,0.6828,52.268,10.9439,902.8159,4.725,6.7987,2.0,57.4555,5.1765,0.6933,0.7442,0.6398,0.589,0.4432,0.5328,4.5589,2.5236,0.5513,42.0,57.4555,0.0542,5.9118,10.3448,14.1516,6.7059,4.1176,9.9256,13.5781,3.5882,3.2538,117.6991,8.2079,0.223,0.3333,0.3333,311.9015,0.6626,234.0,320.1094,60.0,82.0793,75.0,102.5992,43.0,58.8235,1.0,25.0,34.1997,30.0,41.0397,8.0,10.9439,129.0,176.4706,1.4561,27.0,36.9357,331,15.0,20.5198,0.0,0.0,0.0,0.0,8.0,0.0,0.0,48.0,65.6635,42.0,403.0,551.2996,1.057,6.0,163.0,222.9822,10,13.6799,1.0,1.368,0.0014,22.0,30.0958,13.0,17.7839,0.5909,50.0,68.3995,42.0,57.4555,28.0,38.3037,2,2.2353,8.0,10.9439,0.0,0.0,29.0,39.6717,3.0,4.104,40.0,54.7196,8.0,10.9439,34.0,46.5116,69.0,94.3912,1.5691,0.8902,24.0,32.8317,140.0,122.0,166.8947,731.0,35.0,807.0,7.3018,2,0.1466,21.5,7.6471,3.8262,9.4503,3.4,1.2,0.8274,0.8293,0.0214,0.0572,0.8142,0.0608,0.4528,8.9252,0.3636,0.2389,17.0,23.2558,0.1669,166.8947,0.6311,4.7476,7.1962,2.211,2.5786,1
0.124,0.5625,0.0512,0.6061,6.0,9.3023,9.3023,52.0,80.6202,0.4375,0.2955,5.0,7.7519,2.0,3.1008,0.0493,0.0487,0.0332,0.0421,0.5953,45.4717,17.0543,753.7184,4.9592,7.2292,1.7228,41.8605,5.8182,0.5625,0.6061,0.5432,0.5139,0.4961,0.4902,4.7111,2.4892,0.5566,26.0,40.3101,0.0609,5.9091,12.0192,18.6344,5.7879,3.3939,15.0418,23.3206,3.0909,3.2073,100.2298,9.3023,0.2233,0.3913,0.2857,296.124,0.5556,195.0,302.3256,49.0,75.969,80.0,124.031,33.0,51.1628,6.0,22.0,34.1085,14.0,21.7054,3.0,4.6512,154.0,238.7597,1.7487,25.0,38.7597,279,4.0,6.2016,0.0,0.0,0.0,0.0,11.0,0.0,0.0,42.0,65.1163,27.0,359.0,556.5891,1.2932,6.0,144.0,223.2558,10,15.5039,6.0,9.3023,0.0093,33.0,51.1628,17.0,26.3566,0.5152,20.0,31.0078,28.0,43.4109,31.0,48.062,1,2.0,21.0,32.5581,1.0,1.5504,24.0,37.2093,8.0,12.4031,54.0,83.7209,7.0,10.8527,33.0,51.1628,63.0,97.6744,1.6729,0.9725,15.0,23.2558,112.0,102.0,158.1395,645.0,45.0,711.0,6.1296,4,0.1771,19.5455,7.5758,4.2142,9.6675,3.3,1.4866,0.7606,0.7581,0.1153,0.2172,0.7329,0.2184,0.4326,9.8002,0.4375,0.2765,13.0,20.155,0.1581,158.1395,0.6569,4.9513,7.052,2.2524,2.6233,1
0.0961,0.7368,0.0721,0.6667,10.0,12.6422,2.5284,69.0,87.2314,0.5294,0.3916,5.0,6.3211,2.0,2.5284,0.0415,0.0421,0.0279,0.036,0.6815,54.5896,7.5853,919.856,5.3872,7.4235,1.7812,22.756,5.2571,0.7368,0.6667,0.6412,0.5988,0.5032,0.5625,4.5214,2.3419,0.507,36.0,45.512,0.0512,5.6857,11.985,15.1517,6.4857,3.1143,7.98,10.0885,2.7429,2.7994,116.7857,2.5284,0.2174,0.4583,0.4545,286.9785,0.6453,235.0,297.0923,49.0,61.9469,76.0,96.0809,57.0,72.0607,2.0,21.0,26.5487,34.0,42.9836,5.0,6.3211,146.0,184.5765,1.7577,32.0,40.4551,365,1.0,1.2642,1.0,1.2642,0.0,0.0,6.0,0.0,0.0,53.0,67.0038,18.0,401.0,506.9532,1.2643,2.0,172.0,217.4463,11,13.9064,3.0,3.7927,0.0038,45.0,56.89,27.0,34.134,0.6,21.0,26.5487,27.0,34.134,77.0,97.3451,6,3.2571,6.0,7.5853,3.0,3.7927,14.0,17.6991,9.0,11.378,32.0,40.4551,5.0,6.3211,35.0,44.2478,41.0,51.8331,1.5284,0.8437,18.0,22.756,109.0,96.0,121.3654,791.0,27.0,905.0,6.9045,4,0.3092,22.6,9.3143,4.5278,10.4805,3.1818,1.0285,0.8115,0.8204,0.0364,0.062,0.8084,0.0574,0.4614,8.1467,0.4706,0.3546,16.0,20.2276,0.1214,121.3654,0.6771,4.7056,6.4356,2.2444,2.3965,1
0.0903,0.6522,0.0393,0.8,7.0,9.1623,11.7801,74.0,96.8586,0.2195,0.1568,5.0,6.5445,4.0,5.2356,0.0199,0.0485,0.0133,0.0279,0.7197,62.579,17.0157,1062.0375,5.2062,8.1699,1.9203,47.1204,4.0952,0.6522,0.8,0.6756,0.7935,0.551,0.4565,4.3753,2.3921,0.5131,51.0,66.7539,0.0498,5.2381,16.2455,21.2637,5.7619,3.8095,12.7551,16.6952,3.2857,2.6669,120.7084,9.1623,0.2029,0.0952,0.0741,316.7539,0.8323,238.0,311.5183,31.0,40.5759,69.0,90.3141,30.0,39.267,9.0,14.0,18.3246,15.0,19.6335,1.0,1.3089,185.0,242.1466,1.1777,45.0,58.9005,361,10.0,13.089,4.0,5.2356,0.0,0.0,13.0,0.0,0.0,56.0,73.2984,36.0,392.0,513.089,0.9959,7.0,155.0,202.8796,21,27.4869,10.0,13.089,0.0131,65.0,85.0785,37.0,48.4293,0.5692,50.0,65.445,22.0,28.7958,55.0,71.9895,3,3.381,5.0,6.5445,2.0,2.6178,36.0,47.1204,7.0,9.1623,50.0,65.445,9.0,11.7801,42.0,54.9738,69.0,90.3141,1.4869,0.8779,40.0,52.356,160.0,138.0,180.6283,764.0,34.0,906.0,8.2739,3,0.2619,18.1905,7.2143,5.8779,12.866,2.0,0.7559,0.7172,0.7318,0.0689,0.1334,0.7069,0.121,0.4725,8.2691,0.0732,0.0383,7.0,9.1623,0.1806,180.6283,0.5942,4.6355,6.7063,2.1083,2.4882,1
0.0729,0.8571,0.0486,0.8214,4.0,6.9444,8.6806,38.0,65.9722,0.1562,0.25,4.0,6.9444,1.0,1.7361,0.0203,0.0373,0.0126,0.0296,0.7683,64.2749,12.1528,847.6121,4.7255,7.0,2.36,59.0278,3.6061,0.8571,0.8214,0.7139,0.6571,0.4983,0.52,4.3016,2.4249,0.4774,22.0,38.1944,0.0589,5.3939,14.2857,24.8016,5.3333,2.9697,12.7273,22.096,3.0303,3.6955,91.742,19.0972,0.1823,0.0,0.0526,305.5556,0.7048,192.0,333.3333,17.0,29.5139,42.0,72.9167,28.0,48.6111,5.0,14.0,24.3056,22.0,38.1944,5.0,8.6806,106.0,184.0278,1.4261,28.0,48.6111,261,10.0,17.3611,7.0,12.1528,0.0,0.0,7.0,0.0,0.0,44.0,76.3889,34.0,275.0,477.4306,1.0511,11.0,105.0,182.2917,13,22.5694,5.0,8.6806,0.0087,41.0,71.1806,24.0,41.6667,0.5854,40.0,69.4444,18.0,31.25,37.0,64.2361,2,1.9091,3.0,5.2083,0.0,0.0,26.0,45.1389,6.0,10.4167,35.0,60.7639,6.0,10.4167,33.0,57.2917,55.0,95.4861,1.4757,0.8097,29.0,50.3472,98.0,100.0,173.6111,576.0,15.0,639.0,6.5461,2,0.2606,17.4545,5.7273,3.7761,8.5141,2.5385,1.3931,0.7419,0.7829,0.0755,0.203,0.7362,0.2018,0.4531,6.9806,0.0312,0.0758,7.0,12.1528,0.1736,173.6111,0.69,4.5117,6.8889,2.2918,2.4928,1
0.0707,0.7759,0.061,0.66,5.0,6.0976,4.878,63.0,76.8293,0.3333,0.2251,6.0,7.3171,2.0,2.439,0.019,0.032,0.0138,0.0305,0.6913,63.2859,17.0732,954.0806,4.8783,7.1636,2.1655,46.3415,4.3696,0.7759,0.66,0.6532,0.6446,0.4841,0.5324,4.3346,2.3561,0.5037,31.0,37.8049,0.0524,5.6304,12.5448,15.2985,5.8913,3.3478,12.3487,15.0594,3.0217,3.302,116.4087,7.3171,0.2024,0.2647,0.1566,330.4878,0.6747,331.0,403.6585,34.0,41.4634,58.0,70.7317,50.0,60.9756,4.0,13.0,15.8537,30.0,36.5854,8.0,9.7561,146.0,178.0488,1.3469,35.0,42.6829,370,10.0,12.1951,5.0,6.0976,0.0,0.0,14.0,1.0,1.2195,70.0,85.3659,38.0,413.0,503.6585,1.0627,6.0,166.0,202.439,12,14.6341,5.0,6.0976,0.0061,29.0,35.3659,15.0,18.2927,0.5172,65.0,79.2683,57.0,69.5122,38.0,46.3415,2,2.1304,3.0,3.6585,5.0,6.0976,30.0,36.5854,13.0,15.8537,51.0,62.1951,17.0,20.7317,46.0,56.0976,82.0,100.0,1.4829,0.8545,42.0,51.2195,154.0,139.0,169.5122,820.0,34.0,918.0,8.0222,1,0.1863,17.8261,6.2391,3.7018,10.1667,3.8333,1.724,0.8042,0.8054,0.0463,0.0608,0.7789,0.0676,0.4512,8.0405,0.2,0.1024,19.0,23.1707,0.1695,169.5122,0.6547,4.5415,6.6725,2.2001,2.4757,1
0.0676,0.66,0.0514,0.6316,4.0,5.4054,6.7568,41.0,55.4054,0.7,0.4329,5.0,6.7568,1.0,1.3514,0.0443,0.0527,0.0275,0.0608,0.6147,59.5576,2.7027,688.6156,5.549,7.356,1.9158,45.9459,4.8049,0.68,0.6316,0.5837,0.5076,0.4,0.5155,4.4952,2.9712,0.5162,25.0,33.7838,0.0719,5.0244,19.6262,26.5219,5.878,2.6098,16.7539,22.6404,2.3659,2.8529,80.2749,10.8108,0.2662,0.3571,0.4,325.6757,0.5279,257.0,347.2973,64.0,86.4865,50.0,67.5676,38.0,51.3514,5.0,12.0,16.2162,14.0,18.9189,2.0,2.7027,144.0,194.5946,1.5685,42.0,56.7568,276,7.0,9.4595,6.0,8.1081,0.0,0.0,2.0,1.0,1.3514,46.0,62.1622,34.0,382.0,516.2162,1.1452,8.0,197.0,266.2162,13,17.5676,6.0,8.1081,0.0081,22.0,29.7297,11.0,14.8649,0.5,44.0,59.4595,33.0,44.5946,27.0,36.4865,1,1.8537,10.0,13.5135,1.0,1.3514,42.0,56.7568,11.0,14.8649,64.0,86.4865,11.0,14.8649,41.0,55.4054,45.0,60.8108,1.5243,0.9868,23.0,31.0811,107.0,97.0,131.0811,740.0,38.0,816.0,6.2656,1,0.1205,18.0488,7.1951,3.5146,6.9736,3.1538,2.1784,0.7793,0.7766,0.0647,0.0768,0.7405,0.0908,0.373,8.6289,0.425,0.2951,6.0,8.1081,0.1311,131.0811,0.6392,4.6072,6.8407,3.3857,3.0556,1
0.0902,0.5833,0.0476,0.7368,7.0,8.7719,11.2782,65.0,81.4536,0.359,0.2167,11.0,13.7845,0.0,0.0,0.0249,0.0352,0.0183,0.0309,0.6956,53.3248,11.2782,1036.8321,5.2065,7.25,1.8269,37.594,5.825,0.5833,0.7368,0.6378,0.6369,0.4699,0.5943,4.5379,2.4373,0.495,29.0,36.3409,0.0511,5.425,16.9118,21.1927,5.85,3.05,14.4304,18.0832,2.65,2.2788,115.9002,2.5063,0.2243,0.2381,0.2759,293.2331,0.6983,237.0,296.9925,67.0,83.9599,72.0,90.2256,38.0,47.619,9.0,15.0,18.797,28.0,35.0877,2.0,2.5063,134.0,167.9198,1.641,46.0,57.6441,368,11.0,13.7845,1.0,1.2531,0.0,0.0,9.0,0.0,0.0,43.0,53.8847,30.0,395.0,494.9875,1.2607,2.0,179.0,224.3108,19,23.8095,10.0,12.5313,0.0125,26.0,32.5815,9.0,11.2782,0.3462,31.0,38.8471,37.0,46.3659,72.0,90.2256,1,2.55,9.0,11.2782,2.0,2.5063,38.0,47.619,8.0,10.0251,57.0,71.4286,7.0,8.7719,40.0,50.1253,54.0,67.6692,1.5752,0.9265,19.0,23.8095,122.0,106.0,132.8321,798.0,32.0,900.0,6.5665,1,0.2869,19.95,8.175,4.3925,9.5288,2.1053,0.8519,0.7804,0.773,0.0404,0.06,0.7659,0.0751,0.4612,8.2387,0.2564,0.1538,18.0,22.5564,0.1328,132.8321,0.7642,4.7272,6.685,2.4386,2.5467,1
0.0649,0.9259,0.0337,0.8571,3.0,7.2115,4.8077,36.0,86.5385,0.56,0.2585,2.0,4.8077,4.0,9.6154,0.0522,0.055,0.0158,0.0379,0.7915,65.3219,2.4038,894.5211,5.0408,7.1556,1.7018,21.6346,4.4231,0.9259,0.8571,0.7331,0.6408,0.5865,0.5088,4.2005,2.3947,0.4832,20.0,48.0769,0.0495,4.7692,12.9252,31.0702,5.6923,2.6538,15.4229,37.0743,2.1923,2.5662,104.0874,14.4231,0.2476,0.45,0.3175,355.7692,0.699,130.0,312.5,17.0,40.8654,27.0,64.9038,14.0,33.6538,2.0,6.0,14.4231,7.0,16.8269,2.0,4.8077,105.0,252.4038,1.223,19.0,45.6731,222,7.0,16.8269,7.0,16.8269,0.0,0.0,1.0,0.0,0.0,36.0,86.5385,9.0,201.0,483.1731,0.9527,6.0,103.0,247.5962,6,14.4231,2.0,4.8077,0.0048,29.0,69.7115,17.0,40.8654,0.5862,28.0,67.3077,17.0,40.8654,37.0,88.9423,5,2.1154,3.0,7.2115,2.0,4.8077,24.0,57.6923,2.0,4.8077,31.0,74.5192,3.0,7.2115,26.0,62.5,29.0,69.7115,1.4808,0.826,21.0,50.4808,69.0,57.0,137.0192,416.0,14.0,471.0,7.7541,2,0.2643,16.0,6.5,5.8916,13.0266,4.3333,2.5604,0.6904,0.6369,0.0957,0.1522,0.6493,0.1689,0.5337,7.3211,0.36,0.1108,7.0,16.8269,0.137,137.0192,0.6842,4.3812,6.3609,2.3771,2.4892,0
0.0723,0.7419,0.0396,0.8235,6.0,13.986,4.662,29.0,67.5991,0.52,0.3354,0.0,0.0,1.0,2.331,0.0566,0.0688,0.0298,0.0445,0.6797,68.4134,9.324,737.8858,5.0782,6.8261,1.9375,30.303,4.0769,0.7419,0.8235,0.626,0.4696,0.4755,0.4688,4.187,2.018,0.5291,20.0,46.62,0.0711,5.3846,8.209,19.1352,5.5,2.6538,5.2863,12.3224,2.4615,3.5604,100.5364,4.662,0.2681,0.3333,0.4,333.3333,0.513,168.0,391.6084,19.0,44.289,31.0,72.2611,17.0,39.627,2.0,1.0,2.331,4.0,9.324,3.0,6.993,85.0,198.1352,1.5035,11.0,25.641,185,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,30.0,69.9301,13.0,227.0,529.1375,1.1399,2.0,115.0,268.0653,11,25.641,2.0,4.662,0.0047,16.0,37.296,9.0,20.979,0.5625,17.0,39.627,31.0,72.2611,15.0,34.965,2,2.0769,2.0,4.662,0.0,0.0,6.0,13.986,4.0,9.324,12.0,27.972,3.0,6.993,26.0,60.6061,29.0,67.5991,1.4382,0.7442,15.0,34.965,69.0,64.0,149.1841,429.0,2.0,483.0,7.9955,4,0.1154,16.5,5.9615,3.3222,7.8508,2.3636,1.1499,0.814,0.7818,0.0865,0.0868,0.7809,0.078,0.4312,4.7135,0.48,0.3046,2.0,4.662,0.1492,149.1841,0.6406,4.4214,6.1871,1.8449,2.1512,0
0.0612,0.7407,0.0227,0.7,1.0,2.2676,6.8027,28.0,63.4921,0.3846,0.1823,5.0,11.3379,0.0,0.0,0.0412,0.0566,0.0204,0.0423,0.6967,65.371,2.2676,830.519,5.3778,7.3605,1.898,20.4082,4.1481,0.7407,0.7,0.6471,0.6279,0.4966,0.52,4.4336,2.3313,0.3923,18.0,40.8163,0.0643,4.8889,10.3448,23.4576,5.7037,2.5926,9.2486,20.9719,1.8519,2.7352,73.1667,2.2676,0.195,0.4615,0.3529,349.2063,0.686,142.0,321.9955,15.0,34.0136,27.0,61.2245,10.0,22.6757,3.0,13.0,29.4785,7.0,15.873,0.0,0.0,63.0,142.8571,1.5584,12.0,27.2109,201,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,33.0,74.8299,9.0,173.0,392.2902,1.1234,1.0,86.0,195.0113,14,31.746,3.0,6.8027,0.0068,28.0,63.4921,17.0,38.5488,0.6071,21.0,47.619,8.0,18.1406,72.0,163.2653,1,2.3333,1.0,2.2676,0.0,0.0,13.0,29.4785,2.0,4.5351,16.0,36.2812,7.0,15.873,27.0,61.2245,16.0,36.2812,1.4762,0.7499,21.0,47.619,70.0,50.0,113.3787,441.0,10.0,504.0,6.8187,2,0.4557,16.3333,6.8519,3.6687,7.5719,1.9286,0.7986,0.7472,0.7446,0.1112,0.1677,0.6991,0.211,0.4558,6.6058,0.3462,0.1481,4.0,9.0703,0.1134,113.3787,0.66,4.5924,6.4649,2.0189,2.3818,0
0.0578,0.7931,0.0319,0.6875,2.0,3.9841,3.9841,23.0,45.8167,0.1538,0.1709,1.0,1.992,0.0,0.0,0.0141,0.027,0.0132,0.03,0.7278,72.8603,11.9522,826.6788,5.4813,7.5167,1.8358,29.8805,4.7778,0.7931,0.6875,0.6634,0.621,0.5359,0.5522,4.1594,2.0775,0.4701,13.0,25.8964,0.0523,5.7778,11.3095,22.5289,6.3704,2.8889,9.322,18.5697,2.4815,3.2704,118.7576,1.992,0.247,0.0667,0.12,342.6295,0.6694,189.0,376.494,24.0,47.8088,29.0,57.7689,16.0,31.8725,2.0,19.0,37.8486,8.0,15.9363,0.0,0.0,84.0,167.3307,1.6163,19.0,37.8486,251,3.0,5.9761,2.0,3.9841,0.0,0.0,6.0,1.0,1.992,34.0,67.7291,15.0,236.0,470.1195,1.1744,1.0,124.0,247.012,12,23.9044,3.0,5.9761,0.006,17.0,33.8645,12.0,23.9044,0.7059,16.0,31.8725,26.0,51.7928,51.0,101.5936,1,1.8889,1.0,1.992,1.0,1.992,18.0,35.8566,2.0,3.9841,22.0,43.8247,10.0,19.9203,27.0,53.7849,35.0,69.7211,1.3606,0.6824,10.0,19.9203,78.0,67.0,133.4661,502.0,6.0,553.0,7.4805,3,0.2914,18.5926,7.0741,4.8068,11.1895,2.25,1.1637,0.7365,0.7579,0.0484,0.0881,0.7422,0.0807,0.5,5.8221,0.1154,0.1538,7.0,13.9442,0.1335,133.4661,0.7612,4.3126,5.9005,2.048,2.1399,0
0.0505,0.84,0.0626,0.6129,2.0,4.0404,2.0202,45.0,90.9091,0.2121,0.1961,6.0,12.1212,2.0,4.0404,0.0186,0.0374,0.0164,0.0404,0.6964,75.156,12.1212,804.9707,4.8471,7.3913,1.8462,30.303,3.2941,0.84,0.6129,0.6375,0.5714,0.5293,0.5256,4.0123,2.0803,0.4687,25.0,50.5051,0.0571,4.7647,7.6923,15.54,5.1765,2.6471,5.1724,10.4493,2.2941,3.7753,103.2882,20.202,0.198,0.1,0.1562,355.5556,0.6531,203.0,410.101,30.0,60.6061,25.0,50.5051,31.0,62.6263,1.0,6.0,12.1212,5.0,10.101,0.0,0.0,91.0,183.8384,1.108,12.0,24.2424,236,10.0,20.202,5.0,10.101,0.0,0.0,6.0,4.0,8.0808,43.0,86.8687,15.0,232.0,468.6869,0.8977,10.0,98.0,197.9798,14,28.2828,1.0,2.0202,0.002,24.0,48.4848,15.0,30.303,0.625,48.0,96.9697,28.0,56.5657,33.0,66.6667,1,1.7647,0.0,0.0,0.0,0.0,9.0,18.1818,3.0,6.0606,12.0,24.2424,9.0,18.1818,34.0,68.6869,40.0,80.8081,1.3818,0.6946,29.0,58.5859,90.0,78.0,157.5758,495.0,7.0,555.0,6.9152,5,0.2519,14.5588,4.7647,2.8394,8.2789,2.4286,1.0498,0.7589,0.774,0.0843,0.0973,0.7463,0.1021,0.4768,5.7212,0.1212,0.107,10.0,20.202,0.1576,157.5758,0.6795,4.2336,6.0432,2.0618,2.1829,0
0.0898,0.6379,0.0557,0.75,11.0,17.0279,4.644,57.0,88.2353,0.2821,0.2295,3.0,4.644,1.0,1.548,0.0373,0.0476,0.0223,0.0377,0.6501,70.6146,9.2879,828.2791,4.9667,7.5407,1.6571,55.7276,4.0,0.6379,0.75,0.6021,0.5255,0.4628,0.4952,4.1987,2.0206,0.5201,30.0,46.4396,0.0606,5.125,9.7561,15.1023,4.85,2.8,6.8452,10.5963,2.625,3.0055,100.9335,7.7399,0.2121,0.2593,0.2653,300.3096,0.5839,243.0,376.161,31.0,47.9876,58.0,89.7833,36.0,55.7276,3.0,8.0,12.3839,5.0,7.7399,6.0,9.2879,102.0,157.8947,1.4897,20.0,30.9598,280,1.0,1.548,1.0,1.548,0.0,0.0,6.0,0.0,0.0,40.0,61.9195,36.0,336.0,520.1238,1.1186,5.0,137.0,212.0743,13,20.1238,3.0,4.644,0.0046,19.0,29.4118,9.0,13.9319,0.4737,27.0,41.7957,40.0,61.9195,37.0,57.2755,0,1.95,2.0,3.096,2.0,3.096,14.0,21.6718,5.0,7.7399,23.0,35.6037,16.0,24.7678,40.0,61.9195,45.0,69.6594,1.4164,0.778,24.0,37.1517,112.0,105.0,162.5387,646.0,17.0,724.0,7.3739,1,0.2126,16.15,5.5,3.0332,6.0809,3.0769,1.0714,0.7965,0.7847,0.0421,0.0651,0.7635,0.0867,0.4334,6.8534,0.2564,0.1769,12.0,18.5759,0.1625,162.5387,0.6286,4.3386,6.1682,2.0212,2.1282,0
