num_words,num_paragraphs,num_sentences,num_words_with_punct,num_total_prop,num_noun,num_verb,num_past,num_rare_words_4,num_rare_nouns_4,num_dif_rare_words_4,num_pres,num_indic,num_adv,num_personal_pronouns,num_third_pers_pron,num_subord,num_inf,num_adj,num_rel_subord,num_ger,num_past_irregular,num_impera,num_rare_adj_4,num_pass,num_agentless,num_rare_verbs_4,num_first_pers_pron,num_neg,noun_overlap_adjacent,noun_overlap_all,argument_overlap_adjacent,argument_overlap_all,stem_overlap_adjacent,stem_overlap_all,content_overlap_adjacent_mean,content_overlap_adjacent_std,content_overlap_all_mean,content_overlap_all_std,all_connectives_incidence,causal_connectives_incidence,logical_connectives_incidence,adversative_connectives_incidence,temporal_connectives_incidence,conditional_connectives_incidence,dale_chall,smog,flesch_kincaid,flesch,simple_ttr,nttr,vttr,adj_ttr,adv_ttr,content_ttr,lemma_ttr,lemma_nttr,lemma_vttr,lemma_adj_ttr,lemma_adv_ttr,lemma_content_ttr,honore,maas,mtld,sentences_per_paragraph_mean,sentences_length_mean,sentences_length_no_stopwords_mean,num_syllables_words_mean,words_length_mean,words_length_no_stopwords_mean,lemmas_length_mean,sentences_per_paragraph_std,sentences_length_std,sentences_length_no_stopwords_std,num_syllables_words_std,words_length_std,words_length_no_stopwords_std,lemmas_length_std,left_embeddedness,num_content_words_not_a1_c1_words,num_a1_words,num_b2_words,num_b1_words,num_a2_words,num_c1_words,mean_depth_per_sentence,num_different_forms,num_pass_mean,num_past_irregular_mean,num_punct_marks_per_sentence,mean_propositions_per_sentence,mean_vp_per_sentence,mean_np_per_sentence,noun_phrase_density_incidence,verb_phrase_density_incidence,lexical_density,noun_density,verb_density,adj_density,adv_density,agentless_passive_density_incidence,negation_density_incidence,gerund_density_incidence,infinitive_density_incidence,num_modifiers_noun_phrase,num_decendents_noun_phrase,mean_rare_4,mean_distinct_rare_4,min_wf_per_sentence,polysemic_index,hypernymy_index,hypernymy_verbs_index,hypernymy_nouns_index,num_paragraphs_incidence,num_sentences_incidence,num_past_incidence,num_pres_incidence,num_future,num_future_incidence,num_indic_incidence,num_impera_incidence,num_past_irregular_incidence,num_pass_incidence,num_rare_nouns_4_incidence,num_rare_adj_4_incidence,num_rare_verbs_4_incidence,num_rare_advb_4,num_rare_advb_4_incidence,num_rare_words_4_incidence,num_dif_rare_words_4_incidence,num_lexic_words_incidence,num_noun_incidence,num_adj_incidence,num_adv_incidence,num_verb_incidence,num_subord_incidence,num_rel_subord_incidence,num_personal_pronouns_incidence,num_first_pers_pron_incidence,num_first_pers_sing_pron,num_first_pers_sing_pron_incidence,num_third_pers_pron_incidence,num_a1_words_incidence,num_a2_words_incidence,num_b1_words_incidence,num_b2_words_incidence,num_c1_words_incidence,num_content_words_not_a1_c1_words_incidence,level
566,9,32,662,86,95,84,40,9,8,5,15,47,27,41,25,39,10,38,6,3,29,0,1,1,0,0,16,5,0.3333,0.2745,0.625,0.5489999999999999,0.3333,0.3137,0.058,0.0646,0.0506,0.0601,58.3039,1.7668,37.1025,5.3004,14.1343,0.0,8.2521,7.4137,8.7157,63.1241,0.3958,0.5474,0.5833,0.7105,0.7407,0.6455,0.477,0.4947,0.4048,0.7105,0.7407,0.5877,692.8437,0.0729,67.446,3.6667,17.375,12.3438,1.4929,4.5144,6.1211,4.3741,1.2472,7.4404,6.1675,0.7969,2.3956,2.1539,2.3545,4.0625,87,195,18,22,20,10,5.3438,224,0.0018,0.725,2.5625,2.6875,2.625,6.5312,369.258,148.4099,0.4311,0.1678,0.1484,0.0671,0.0477,0.0,8.8339,5.3004,17.6678,0.4833,0.555,3.6885,3.4247,4.0434,8.3739,4.3708,1.759,6.6526,15.9011,56.5371,70.6714,26.5018,6,10.6007,83.0389,0.0,51.2367,1.7668,14.1343,1.7668,0.0,0,0.0,15.9011,8.8339,431.0954,167.8445,67.1378,47.7032,148.4099,68.9046,10.6007,72.4382,28.2686,4,7.0671,44.1696,344.523,35.3357,38.8693,31.8021,17.6678,153.7102,2
394,12,23,440,66,95,67,25,31,21,20,22,39,6,20,15,36,10,19,5,2,15,0,1,0,0,8,5,4,0.2727,0.2222,0.3636,0.2778,0.2727,0.2222,0.0249,0.0341,0.0231,0.0335,43.1472,10.1523,25.3807,0.0,7.6142,0.0,8.0529,6.7027,8.6453,64.9781,0.4822,0.6842,0.7164,0.9474,1.0,0.8370000000000001,0.5381,0.6316,0.5821,0.9474,1.0,0.7903,782.7687,0.061,103.5124,1.9167,16.3478,11.7826,1.4619,4.484,5.8029,4.2261,1.1149,7.4636,5.3484,0.7672,2.3005,2.1628,2.1793,3.8696,107,132,4,14,15,1,5.4348,190,0.0,0.6,1.4348,2.8696,2.9130000000000003,6.6087,385.7868,170.0508,0.4746,0.2411,0.1701,0.0482,0.0152,0.0,10.1523,5.0761,25.3807,0.3618,0.4868,16.5775,14.7059,2.5196,7.9834,5.3248,1.8485,7.8462,30.4569,58.3756,63.4518,55.8376,4,10.1523,98.9848,0.0,38.0711,0.0,53.2995,2.5381,20.3046,1,2.5381,78.6802,50.7614,474.6193,241.1168,48.2234,15.2284,170.0508,91.3706,12.6904,50.7614,12.6904,0,0.0,38.0711,335.0254,38.0711,35.533,10.1523,2.5381,271.5736,2
644,12,35,727,105,128,88,49,21,10,20,15,41,27,36,33,30,5,32,7,4,29,0,3,8,8,8,2,3,0.2174,0.1707,0.4348,0.3171,0.2174,0.1707,0.0264,0.0392,0.0185,0.0346,91.6149,10.8696,55.9006,12.4224,12.4224,0.0,8.325,8.1467,9.7902,58.6078,0.441,0.6641,0.7727,0.9062,0.5185,0.7154,0.5171,0.6094,0.6023,0.9062,0.5185,0.6591,906.5041,0.0591,60.0814,2.9167,18.2286,12.1143,1.5248,4.8652,6.5851,4.6301,1.1149,9.2028,5.7905,0.8939,2.6905,2.5774,2.6174,5.1429,104,233,9,10,29,1,5.4,284,0.0124,0.5918,2.2,3.0,2.5143,7.0286,381.9876,136.64600000000002,0.4270000000000001,0.1988,0.1366,0.0497,0.0419,12.4224,4.6584,6.2112,7.7639999999999985,0.3984,0.4878,7.6364,10.3093,3.0271,7.3446,5.1898,2.0909,7.3203,18.6335,54.3478,76.087,23.2919,6,9.3168,63.6646,0.0,45.0311,12.4224,15.528,4.6584,12.4224,0,0.0,32.6087,31.0559,427.0186,198.7578,49.6894,41.9255,136.64600000000002,46.5839,10.8696,55.9006,3.1056,1,1.5528,51.2422,361.8012,45.0311,15.528,13.9752,1.5528,161.4907,2
621,7,33,719,110,135,115,39,47,38,20,39,52,15,36,23,55,12,37,7,12,19,0,3,5,5,6,8,8,0.3846,0.3824,0.5,0.5294,0.4615,0.4412,0.0512,0.0675,0.0446,0.0573,69.2432,8.0515,46.6989,3.2206,6.4412,4.8309,8.333,6.574,9.8505,61.3086,0.4203,0.5111,0.6174,0.6757,1.0,0.701,0.4541,0.4741,0.4174,0.6757,1.0,0.6418,801.0955,0.0645,79.0639,4.7143,18.8485,12.7576,1.4718,4.5707,6.1944,4.3248,1.3851,10.5834,6.5691,0.7664,2.4325,2.1579,2.2937,3.9697,163,217,5,6,36,1,5.5758,261,0.0081,0.4872,2.4545,3.3333,3.4848,6.9697,370.3704,185.1852,0.4863,0.2174,0.1852,0.0596,0.0242,8.0515,12.8824,19.3237,19.3237,0.3826,0.4739,15.5629,11.236,2.9221,7.4949,5.151,1.8246,8.0458,11.2721,53.1401,62.8019,62.8019,3,4.8309,83.7359,0.0,30.5958,8.0515,61.1916,4.8309,9.6618,0,0.0,75.6844,32.2061,486.3124,217.3913,59.5813,24.1546,185.1852,88.5668,11.2721,57.971,12.8824,3,4.8309,37.037,349.4364,57.971,9.6618,8.0515,1.6103,262.4799,2
579,9,32,641,95,151,92,22,62,45,31,34,45,35,20,16,53,14,56,7,7,16,0,8,2,2,8,3,2,0.5652,0.4792,0.6522,0.5833,0.6522,0.5417,0.0694,0.0531,0.0588,0.0581,81.1744,17.2712,31.0881,6.9085,18.9983,6.9085,7.9428,6.9077,8.117,69.0947,0.4370000000000001,0.5166,0.5652,0.6786,0.8,0.6401,0.4836,0.457,0.413,0.6786,0.8,0.5872,692.0373,0.0623,99.366,3.5556,17.8125,12.2812,1.4111,4.5526,5.7671,4.3263,1.2571,7.0287,5.1371,0.7551,2.2008,2.0012,2.0559,4.375,156,202,10,6,58,4,5.7188,253,0.0035,0.7273,1.8125,2.9688,2.875,6.4688,357.5130000000001,158.8946,0.5769,0.2608,0.1589,0.0967,0.0604,3.4542,3.4542,12.0898,24.1796,0.4879,0.5652,18.5629,16.3158,3.0088,6.367000000000001,5.1849,1.5604,7.4286,15.544,55.2677,37.9965,58.7219,1,1.7271,77.7202,0.0,27.6339,3.4542,77.7202,13.8169,13.8169,1,1.7271,107.0812,53.5406,576.8566,260.7945,96.7185,60.4491,158.8946,91.5371,12.0898,34.5423,5.1813,0,0.0,27.6339,348.8774,100.1727,10.3627,17.2712,6.9085,269.4301,2
523,17,32,582,107,99,96,43,21,13,17,11,42,30,48,44,55,17,44,5,7,33,1,4,6,5,4,4,5,0.1333,0.1429,0.4,0.381,0.1333,0.1429,0.0324,0.0551,0.0402,0.0539,72.6577,9.5602,57.3614,3.8241,0.0,1.912,7.0134,7.2929,7.841,67.9562,0.4092,0.596,0.6042,0.5909,0.6667,0.6144,0.4474,0.5253,0.4375,0.5909,0.6667,0.5551,653.6622,0.0715,79.5454,1.8824,16.1562,9.875,1.4455,4.588,6.0319,4.3443,0.8998,9.2131,5.43,0.7934,2.3819,2.2474,2.294,4.8125,101,202,12,8,46,2,5.5312,214,0.0115,0.7674,1.6562,3.3438,3.0,5.3125,325.0478,183.5564,0.5143,0.1893,0.1836,0.0841,0.0574,9.5602,9.5602,13.3843,32.5048,0.3941,0.4412,7.8067,10.625,4.0131,8.5057,4.4688,1.6458,7.2917,32.5048,61.1855,82.21799999999998,21.0325,1,1.912,80.3059,1.912,63.0975,11.4723,24.8566,7.6482,7.6482,0,0.0,40.153,32.5048,514.3403,189.2925,84.13,57.3614,183.5564,105.1625,9.5602,91.7782,7.6482,0,0.0,84.13,386.2333,87.9541,15.2964,22.9446,3.8241,193.1166,2
614,11,37,709,114,146,105,15,24,15,21,51,55,27,51,21,67,13,38,12,8,11,1,3,1,1,5,9,11,0.3846,0.3,0.6154,0.56,0.5,0.38,0.0414,0.0531,0.0395,0.056,61.8893,6.5147,39.0879,3.2573,9.772,3.2573,7.6999,8.6054,8.8702,61.0247,0.4218,0.5616,0.6476,0.6842,0.7778,0.6678,0.4463,0.4932,0.4571,0.6842,0.7778,0.6031,650.5726,0.0644,94.1931,3.3636,16.8108,10.8108,1.5244,4.4775,6.1981,4.2621,1.0679,6.5588,5.0875,0.8834,2.5578,2.427,2.4311,5.1351,136,286,9,6,38,0,5.3784,259,0.0016,0.7333,1.8919,3.0811,2.8378,6.3784,384.3648,171.0098,0.5147,0.2378,0.171,0.0619,0.044,1.6287,17.9153,13.0293,21.1726,0.2839,0.3475,7.5949,10.8808,3.5676,6.5146,4.9433,1.5333,7.4648,17.9153,60.2606,24.43,83.0619,6,9.772,89.5765,1.6287,17.9153,1.6287,24.43,4.886,8.1433,1,1.6287,39.0879,34.202,514.658,237.785,61.8893,43.9739,171.0098,109.1205,19.544,83.0619,14.658,3,4.886,34.202,465.798,61.8893,9.772,14.658,0.0,221.4984,2
697,31,65,822,129,217,98,1,57,40,32,41,40,34,36,11,36,24,62,0,8,0,2,6,1,1,10,0,5,0.2105,0.22,0.2368,0.3,0.2105,0.22,0.0376,0.0761,0.0372,0.0719,77.4749,11.4778,43.0416,4.3042,17.2166,1.4347,8.4953,7.1996,8.7466,58.2172,0.3902,0.4839,0.5612,0.5806,0.6471,0.5682,0.4003,0.447,0.4898,0.5806,0.6471,0.5411,722.7657,0.0689,96.9689,2.2258,10.6154,8.0308,1.5825,4.5522,5.9333,4.4145,0.7053,6.9408,4.723,0.9473,2.355,2.1221,2.2776,2.8769,149,270,12,21,76,7,4.2462,272,0.0014,0.0,1.6769,1.9846,1.5077,4.1077,383.0703,140.6026,0.5897,0.3113,0.1406,0.08900000000000001,0.0488,1.4347,7.1736,11.4778,34.4333,0.3670000000000001,0.4045,13.8686,14.8837,3.6432,7.0588,5.4749,1.8041,7.2376,44.4763,93.2568,1.4347,58.8235,3,4.3042,57.3888,2.8694,0.0,1.4347,57.3888,8.6083,14.3472,1,1.4347,81.7791,45.911,589.67,311.3343,88.9527,48.7805,140.6026,51.6499,0.0,51.6499,0.0,0,0.0,15.7819,387.3745,109.0387,30.1291,17.2166,10.043,213.7733,2
464,11,26,565,85,134,70,20,27,20,21,24,27,22,21,21,38,3,45,6,18,14,0,1,5,5,6,0,1,0.3125,0.3846,0.375,0.5385,0.375,0.4615,0.059,0.0915,0.0647,0.0857,49.569,2.1552,40.9483,0.0,6.4655,0.0,8.265,7.7485,10.3911,53.6212,0.4763,0.6343,0.6714,0.5333,0.6364,0.6189,0.5108,0.5746,0.5143,0.5333,0.6364,0.5646,710.0006,0.0586,112.7416,2.4545,17.4615,14.3462,1.5884,4.9031,6.1679,4.5396,1.0757,7.1695,6.8216,0.8590000000000001,2.4957,2.3643,2.3139,6.5,127,180,2,9,31,1,5.6154,221,0.0108,0.7,2.8077,3.2692,2.6923,6.8077,381.4655,150.8621,0.5841,0.2888,0.1509,0.097,0.0474,10.7759,2.1552,38.7931,6.4655,0.4859,0.5367,9.9631,12.6506,3.4835,6.2016,4.9695,1.8714,6.6772,23.7069,56.0345,43.1034,51.7241,1,2.1552,58.1897,0.0,30.1724,10.7759,43.1034,2.1552,12.931,0,0.0,58.1897,45.2586,584.0517,288.7931,96.9828,47.4138,150.8621,81.8966,12.931,45.2586,0.0,0,0.0,45.2586,387.931,66.8103,19.3966,4.3103,2.1552,273.7069,2
385,9,27,432,55,82,61,33,9,1,5,7,33,16,37,34,26,7,21,5,6,23,0,3,1,1,3,3,3,0.3333,0.303,0.6667,0.5152,0.3889,0.3333,0.0286,0.0409,0.0335,0.0513,54.5455,2.5974,31.1688,10.3896,10.3896,0.0,6.5995,7.3871,6.3685,74.8008,0.4571,0.5488,0.7869,0.8571,0.6875,0.7201,0.5039,0.5366,0.5246,0.8571,0.6875,0.6514,771.2561,0.0674,84.7644,3.0,13.8519,8.963,1.3896,4.1791,5.7120000000000015,3.9412,1.1547,7.467,3.844,0.8147,2.2486,2.1741,2.1262,3.2222,82,153,1,6,22,3,4.5926,176,0.0026,0.6970000000000001,1.5926,2.037,2.2593,5.1481,361.039,158.4416,0.4675,0.213,0.1584,0.0545,0.0416,2.5974,7.7922,15.5844,18.1818,0.3669,0.4317,5.0,4.0984,3.7244,9.3605,4.6503,1.5574,6.9512,23.3766,70.1299,85.7143,18.1818,1,2.5974,85.7143,0.0,59.7403,2.5974,2.5974,7.7922,7.7922,2,5.1948,23.3766,12.987,467.5325,212.987,54.5455,41.5584,158.4416,67.5325,12.987,96.1039,7.7922,3,7.7922,88.3117,397.4026,57.1429,15.5844,2.5974,7.7922,212.987,2
676,11,45,764,106,147,100,33,37,20,34,40,62,40,35,27,40,11,63,7,2,15,0,9,2,2,7,6,5,0.1471,0.1169,0.2353,0.2208,0.1471,0.1169,0.0287,0.0444,0.0213,0.0381,57.6923,4.4379,38.4615,7.3964,7.3964,0.0,7.9554,7.7151,8.1258,63.5611,0.4601,0.7347,0.61,0.7778,0.6,0.6806,0.5192,0.7007,0.5,0.7778,0.6,0.6446,898.0749,0.0543,112.9298,4.0909,14.8,10.0222,1.5133,4.4054,5.8244,4.2748,1.1642,7.1914,5.4873,0.8795,2.261,2.1083,2.1915,4.7556,130,255,17,12,52,8,4.7333,311,0.003,0.4545,1.7333,2.3556,2.2222,5.3111,353.5503,147.929,0.5178,0.2175,0.1479,0.0932,0.0592,2.9586,7.3964,2.9586,16.2722,0.5021,0.6444,10.5714,14.2259,3.2887,6.6628,5.157,1.6768,7.5664,16.2722,66.568,48.8166,59.1716,3,4.4379,91.716,0.0,22.1893,2.9586,29.5858,13.3136,10.355,1,1.4793,54.7337,50.2959,517.7515,217.4556,93.1953,59.1716,147.929,59.1716,10.355,51.7751,8.8757,1,1.4793,39.9408,377.2189,76.9231,17.7515,25.1479,11.8343,192.3077,2
574,16,39,656,92,104,76,29,32,23,19,28,40,24,20,17,33,5,40,3,2,16,0,3,3,2,6,1,4,0.087,0.0588,0.2174,0.1471,0.1304,0.0882,0.0105,0.0241,0.0143,0.034,50.5226,1.7422,31.3589,6.9686,10.453,0.0,8.8229,6.4274,8.0743,66.3841,0.439,0.6538,0.7105,0.7,0.7083,0.6932,0.5383,0.5962,0.5,0.7,0.7083,0.6261,709.4345,0.062,106.7832,2.4375,14.4103,10.7692,1.4634,4.3986,5.4387,4.2046,0.8638,6.4757,5.2304,0.7861,2.2116,2.2321,2.1357,4.1795,108,197,7,7,21,9,4.9487,252,0.0052,0.5517,1.8462,2.359,1.9487,5.7692,391.9861,132.4042,0.4251,0.1812,0.1324,0.0697,0.0418,3.4843,6.9686,3.4843,8.7108,0.4044,0.5022,13.1148,11.3772,2.9931,8.0847,4.9774,1.8667,7.2647,27.8746,67.9443,50.5226,48.7805,5,8.7108,69.6864,0.0,27.8746,5.2265,40.0697,5.2265,10.453,0,0.0,55.7491,33.101,425.0871,181.1847,69.6864,41.8118,132.4042,57.4913,5.2265,34.8432,1.7422,1,1.7422,29.6167,343.2056,36.5854,12.1951,12.1951,15.6794,188.1533,2
582,12,28,654,108,169,87,7,35,23,22,37,23,36,16,14,42,12,49,9,14,4,0,6,0,0,4,2,3,0.5294,0.5833,0.7647,0.7917,0.6471,0.6667,0.0404,0.0558,0.0524,0.0623,94.5017,6.8729,67.0103,8.5911,12.0275,0.0,8.9812,9.9571,12.0778,46.8633,0.4811,0.5976,0.7701,0.6122,0.7778,0.6894,0.5258,0.5148,0.6092,0.6122,0.7778,0.6285,781.9984,0.0531,109.125,2.4167,20.7857,14.5357,1.6323,4.8952,6.3164,4.5756,0.7592,9.1665,6.5818,0.9733,2.8666,2.9098,2.7112,5.8571,155,208,19,7,37,1,5.4643,280,0.0,0.5714,2.25,3.8571,3.1071,7.5,360.8247,149.4845,0.5859,0.2904,0.1495,0.0842,0.0619,0.0,5.1546,24.055,20.6186,0.4048,0.4476,10.2639,9.9099,3.1018,6.9062,5.4694,1.9186,7.3899,20.6186,48.11,12.0275,63.5739,6,10.3093,39.5189,0.0,6.8729,0.0,39.5189,10.3093,6.8729,2,3.4364,60.1375,37.8007,585.9107,290.378,84.1924,61.8557,149.4845,72.1649,15.4639,27.4914,3.4364,0,0.0,24.055,357.3883,63.5739,12.0275,32.646,1.7182,266.323,2
428,10,23,483,66,99,65,40,20,13,15,8,42,23,18,12,34,5,50,7,4,22,0,6,3,3,1,4,3,0.5385,0.3889,0.6154,0.4444,0.5385,0.3889,0.0584,0.0424,0.0448,0.0433,56.0748,4.6729,32.7103,2.3364,16.3551,0.0,8.175,8.3214,9.7258,58.4775,0.507,0.6061,0.6462,0.68,0.913,0.7113,0.5421,0.5152,0.5385,0.68,0.913,0.6617,732.0812,0.054000000000000006,96.3608,2.3,18.8261,12.7826,1.5304,4.6005,5.8934,4.3764,0.7809999999999999,7.4288,5.1411,0.9077,2.2189,2.0176,2.1023,4.9565,110,161,13,4,26,0,5.3913,217,0.006999999999999999,0.55,1.9565,2.8696,2.8261,6.4348,345.7944,151.8692,0.5537,0.2313,0.1519,0.1168,0.0537,7.0093,7.0093,9.3458,11.6822,0.527,0.6689,8.4388,9.6774,2.8043,7.5408,4.872,1.5385,7.0606,23.3645,53.7383,93.4579,18.6916,1,2.3364,98.1308,0.0,51.4019,7.0093,30.3738,14.0187,2.3364,0,0.0,46.729,35.0467,553.7383,231.3084,116.8224,53.7383,151.8692,79.4393,16.3551,42.0561,9.3458,1,2.3364,28.0374,376.1682,60.7477,9.3458,30.3738,0.0,257.0093,2
364,13,26,418,61,62,66,28,5,0,5,18,35,11,35,32,31,8,22,7,0,18,0,1,5,3,4,1,11,0.0714,0.0357,0.4286,0.3929,0.1429,0.0714,0.0249,0.0415,0.0164,0.0366,76.9231,2.7473,41.2088,13.7363,19.2308,0.0,6.2396,6.6720000000000015,7.18,71.7737,0.4368,0.5806,0.6364,0.5909,0.8182,0.6565,0.4863,0.5,0.4242,0.5909,0.8182,0.5833,590.1668,0.0742,86.1242,2.0769,13.7692,8.5385,1.4066,4.2458,5.9074,4.067,1.4391,7.9242,5.0932,0.7806,2.1998,2.1367,2.0984,3.9615,65,160,8,2,9,2,4.5769,159,0.0137,0.6429,1.8462,2.3462,2.5385,5.0385,359.8901,181.3187,0.4423,0.1703,0.1813,0.0604,0.0302,8.2418,30.2198,0.0,21.978,0.4046,0.4962,3.1056,5.0,3.3062,8.1218,4.84,1.8462,8.0833,35.7143,71.4286,76.9231,49.4505,1,2.7473,96.1538,0.0,49.4505,13.7363,0.0,2.7473,10.989,0,0.0,13.7363,13.7363,442.3077,170.3297,60.4396,30.2198,181.3187,85.1648,19.2308,96.1538,2.7473,0,0.0,87.9121,439.5604,24.7253,5.4945,21.978,5.4945,178.5714,2
380,6,28,446,62,111,51,6,31,23,24,29,30,17,16,10,22,8,36,5,2,3,0,5,1,1,3,3,6,0.3043,0.2203,0.4783,0.339,0.3913,0.322,0.034,0.0455,0.0291,0.0506,55.2632,7.8947,31.5789,7.8947,7.8947,0.0,7.6754,7.0217,8.0895,63.0967,0.5447,0.7297,0.6275,0.7778,0.8235,0.7396,0.5737,0.6667,0.5294,0.7778,0.8235,0.6994,797.0376,0.0492,99.8623,4.8333,13.8214,9.9643,1.5237,4.5039,5.8773,4.354,1.0672,6.0537,4.5629,0.8596,2.4148,2.258,2.3507,3.4286,85,160,8,7,26,2,4.8214,207,0.0026,0.5,1.7857,2.2143,1.8214,5.5714,410.5263,134.2105,0.5658,0.2921,0.1342,0.0947,0.0447,2.6316,15.7895,5.2632,21.0526,0.4423,0.4744,14.4186,15.894,3.0857,7.0194,5.7436,1.7059,7.7048,15.7895,73.6842,15.7895,76.3158,0,0.0,78.9474,0.0,7.8947,2.6316,60.5263,13.1579,7.8947,0,0.0,81.5789,63.1579,565.7895,292.1053,94.7368,44.7368,134.2105,57.8947,13.1579,42.1053,7.8947,0,0.0,26.3158,421.0526,68.4211,18.4211,21.0526,5.2632,223.6842,2
463,11,29,532,75,83,69,29,22,13,13,21,43,27,31,28,28,7,40,4,6,18,0,2,0,0,7,3,7,0.2222,0.2,0.6111,0.5667,0.2778,0.2333,0.0552,0.0569,0.0485,0.0526,58.3153,8.6393,34.5572,6.4795,8.6393,0.0,8.2139,6.4837,7.8581,68.1761,0.5054,0.6386,0.5797,0.725,0.7407,0.6709999999999999,0.5594,0.5904,0.4493,0.725,0.7407,0.6263,854.4465,0.0528,106.6374,2.6364,15.8621,11.2759,1.4406,4.3543,5.5686,4.1696,1.0679,5.5381,4.578,0.732,2.1656,2.0737,2.0699,3.2759,86,157,2,15,21,2,5.2069,234,0.0,0.6207,2.1724,2.5862,2.3793,6.1379,384.4492,149.0281,0.473,0.1793,0.149,0.0864,0.0583,0.0,15.1188,12.959,15.1188,0.4326,0.5506,10.0457,9.2857,3.3924,7.0986,4.4067,1.8116,6.6173,23.7581,62.635,62.635,45.3564,2,4.3197,92.8726,0.0,38.8769,0.0,28.0778,4.3197,15.1188,0,0.0,47.5162,28.0778,473.0022,179.2657,86.3931,58.3153,149.0281,60.4752,8.6393,66.9546,6.4795,0,0.0,60.4752,339.0929,45.3564,32.3974,4.3197,4.3197,185.7451,2
638,9,38,735,103,134,93,21,24,14,21,34,45,51,30,20,45,15,60,5,4,12,0,4,3,2,4,9,7,0.3103,0.2754,0.4483,0.4058,0.4138,0.3623,0.0296,0.0414,0.0273,0.0372,67.3981,7.8370000000000015,39.185,3.1348,15.674,1.5674,7.1669,5.9093,7.6961,69.789,0.4592,0.5896,0.6237,0.85,0.7451,0.7021,0.5094,0.5373,0.5376,0.85,0.7451,0.6675,874.2686,0.0555,106.8717,4.2222,16.6316,11.4211,1.4185,4.3259,5.6254,4.1804,1.3147,6.457999999999998,4.6376,0.6985,2.0665,1.9179,1.9958,5.3947,119,260,8,21,32,2,5.1316,293,0.0047,0.5714,2.2632,2.7105,2.4474,5.6053,333.8558,145.768,0.5298,0.21,0.1458,0.094,0.0799,3.1348,10.9718,6.2696,23.511,0.4836,0.615,7.1006,9.4595,2.4032,7.3082,4.5796,1.7634,6.5489,14.1066,59.5611,32.9154,53.2915,8,12.5392,70.5329,0.0,18.8088,4.7022,21.9436,6.2696,6.2696,2,3.1348,37.6176,32.9154,529.7806,210.0313,94.0439,79.9373,145.768,70.5329,7.8370000000000015,47.0219,14.1066,1,1.5674,31.348000000000006,407.5235,50.1567,32.9154,12.5392,3.1348,186.5204,2
484,7,40,549,75,95,65,19,47,36,19,31,39,22,27,24,22,6,62,3,0,7,0,9,4,3,2,3,5,0.303,0.2857,0.5455,0.449,0.4545,0.398,0.0688,0.0789,0.0556,0.0689,61.9835,10.3306,35.124,8.2645,8.2645,0.0,7.4991,6.1249,5.7075,75.694,0.4504,0.5789,0.5846,0.6613,0.8182,0.6607,0.4773,0.5579,0.4769,0.6613,0.8182,0.6286,688.5839,0.0633,62.1535,5.7143,11.95,8.0,1.405,4.3033,5.6827,4.1276,1.0302,5.2343,3.3392,0.7167,2.1203,1.9429,2.0624,3.975,107,162,11,15,28,5,4.075,218,0.0083,0.3684,1.5,1.875,1.625,4.2,347.1074,134.2975,0.5041,0.1963,0.1343,0.1281,0.0455,6.1983,10.3306,0.0,12.3967,0.5536,0.6429,19.2623,12.9252,3.3585,6.6846,5.8375,1.6308,8.7158,14.4628,82.6446,39.2562,64.0496,2,4.1322,80.5785,0.0,14.4628,8.2645,74.3802,18.595,4.1322,0,0.0,97.1074,39.2562,504.1322,196.281,128.0992,45.4545,134.2975,45.4545,6.1983,55.7851,6.1983,0,0.0,49.5868,334.7107,57.8512,30.9917,22.7273,10.3306,221.0744,2
586,8,36,658,112,124,108,26,47,25,26,41,57,35,54,39,58,10,40,9,8,13,1,8,2,2,9,5,9,0.4483,0.3506,0.6552,0.5714,0.4483,0.3247,0.0403,0.0426,0.0399,0.0519,66.5529,1.7065,46.0751,6.8259,11.9454,0.0,7.5695,7.0548,7.0488,73.5189,0.3874,0.4839,0.6574,0.825,0.5714,0.6344,0.4078,0.5,0.4815,0.825,0.5714,0.5945,690.4536,0.0742,71.8216,4.625,16.0833,9.7778,1.3805,4.2556,5.8205,4.0760000000000005,1.5762,7.2318,4.404,0.718,2.2596,2.209,2.1629,3.2778,138,237,8,10,31,3,4.8056,227,0.0034,0.5,1.6944,3.1111,3.0,5.4167,332.7645,184.3003,0.5239,0.2116,0.1843,0.0683,0.0597,3.4130000000000003,15.3584,13.6519,17.0648,0.3436,0.359,15.3094,14.4444,3.2369,8.5729,4.5291,1.5962,7.0924,13.6519,61.4334,44.3686,69.9659,3,5.1195,97.2696,1.7065,22.1843,3.4130000000000003,42.6621,13.6519,15.3584,5,8.5324,80.2048,44.3686,523.8908,211.6041,68.2594,59.727,184.3003,98.9761,15.3584,92.1502,8.5324,4,6.8259,66.5529,404.4369,52.901,17.0648,13.6519,5.1195,235.4949,2
